raport			3		pojedynczy motyw ornamentowy występujący w regularnych odstępach na jakiejś powierzchni	
raport			4		w tkactwie: najmniejsza liczba nitek osnowy i wątku, po której powtarza się porządek przeplatania nitek; w dziewiarstwie: najmniejsza liczba oczek w rządkach i kolumienkach, po której powtarza się porządek łączenia oczek	
raport			5		w parapsychologii: paranormalny kontakt między ludźmi	
raptem			1		nagle, niespodziewanie	
raptem			2		zaledwie, nie więcej niż	
raz		I	1		zwykle z liczebnikiem głównym lub z równoważnym z nim zaimkiem: wyraz oznaczający powtarzanie się jakiejś czynności, zjawiska lub zwielokrotnienie cechy, wielkości	
raz		I	2		sytuacja, okoliczność, w której coś się zdarzyło	W razie potrzeby miał do mnie dzwonić.
raz		I	3		uderzenie, cios	
raz		II			przy liczeniu: jeden, pierwszy	
raz		III	1		w pewnej chwili, kiedyś	
raz		III	2		nareszcie, w końcu	
raz		III	3		ostatecznie, definitywnie	
razem			1		wspólnie z kimś innym	
razem			2		wspólnie z czymś innym	
razem			3		poprzedza sumę dokonanego wcześniej obliczenia	
razem			4		w jednym czasie	
razy					wyraz używany na określenie działania mnożenia	
reakcja			1		działanie lub zajęcie jakiegoś stanowiska jako odpowiedź na coś	
reakcja			2		zachowanie się żywego organizmu wywołane przez jakieś bodźce	
reakcja			3		przemiana jednych substancji w inne	
reakcja			4		siła wywierana przez jedno ciało materialne na drugie ciało zgodnie z trzecią zasadą dynamiki	
reakcja			5		polityczny i ekonomiczny opór przeciw zmianom społecznym	
reakcja			6		konserwatywne ugrupowanie dążące do przywrócenia poprzedniego stanu rzeczy	
realizacja			1		wprowadzenie czegoś w życie, zastosowanie w praktyce	
realizacja			2		film, przedstawienie teatralne itp. powstałe jako efekt czyjejś pracy	
realizacja			3		zamiana papierów wartościowych, nieruchomości lub wyprodukowanych towarów na pieniądze	
realny			1		istniejący w rzeczywistości	
realny			2		możliwy do wykonania lub urzeczywistnienia	
realny			3		odznaczający się realizmem lub zdrowym rozsądkiem	
refleksja			1		głębsze zastanowienie się nad czymś, wywołane silnym przeżyciem	
refleksja			2		myśl lub wypowiedź, będąca wynikiem takiego zastanowienia się	
refleksja			3		zwrócenie się podmiotu myślącego ku własnej aktywności	
refleksja			4		czynnik aktu świadomości stanowiący o tym, że spełniając go, uprzytamniamy sobie jego zachodzenie	
reguła			1		zasada postępowania ustalona przez kogoś lub przyjęta na mocy zwyczaju	
reguła			2		formuła wyjaśniająca jakieś zjawiska	
reguła			3		zbiór norm postępowania, ustalonych dla zakonników przez założyciela zakonu i potwierdzonych przez papieża lub biskupa	
rejestracja			1		wpisywanie kogoś lub czegoś do rejestru	
rejestracja			2		miejsce, w którym dokonuje się takich wpisów	
rejestracja			3		utrwalanie czegoś za pomocą urządzeń technicznych	
rejestracja			4		numer identyfikacyjny pojazdu zapisany na jego tablicach rejestracyjnych	
rejestracja			5		dobieranie odpowiednich głosów w organach, klawesynie, akordeonie przez właściwe operowanie rejestrami	
reklama			1		działanie mające na celu zachęcenie potencjalnych klientów do zakupu konkretnych towarów lub do skorzystania z określonych usług	
reklama			2		plakat, napis, ogłoszenie, krótki film itp. służące temu celowi	
relacja			1		opowiadanie naocznego świadka o przebiegu jakiegoś zdarzenia	
relacja			2		stosunek lub zależność między przedmiotami, pojęciami, wielkościami itp.	
relacja			3		związek zachodzący między ludźmi lub grupami społecznymi	
relacja			4		trasa przejazdu pociągu od stacji początkowej do końcowej	
reszta			1		to, co pozostaje z całości po oddzieleniu od niej jakiejś części	
reszta			2		pieniądze wydane osobie regulującej rachunek kwotą większą, niż wynosi należność	
reszta			3		to, co pozostaje z dzielenia, gdy jedna liczba nie dzieli się dokładnie przez drugą	
rezygnacja			1		zrzeczenie się lub zaniechanie czegoś	
rezygnacja			2		stan przygnębienia i zniechęcenia towarzyszący zgodzie na sytuację, której nie można zmienić	
roczny			1		mający lub trwający jeden rok	
roczny			2		obejmujący okres jednego roku	
rodak			1		człowiek tej samej narodowości co i ktoś drugi	
rodak			2		człowiek pochodzący z tego samego regionu co i ktoś drugi	
rodzaj			1		gatunek czegoś wyróżniany ze względu na pewne cechy	
rodzaj			2		jednostka w systematyce roślin i zwierząt niższa od rodziny, obejmująca blisko spokrewnione gatunki lub jeden gatunek	
rozkaz		I	1		polecenie wykonania czegoś wydane przez osobę uprawnioną do tego lub mającą nad kimś jakąś przewagę; też: tekst tego polecenia na piśmie	
rozkaz		I	2		zespół znaków w języku maszyny, które kierują nią przy wykonywaniu określonego zadania	
rozkaz		II			słowo, którym podkomendny wyraża gotowość wykonania polecenia dowódcy	
rozliczenie					uregulowanie wzajemnych należności, zobowiązań między przedsiębiorstwem i dostawcami, dłużnikami i wierzycielami, pracodawcami i pracownikami itp.	
rozmiar			1		wielkość czegoś materialnego, rozpatrywanego pod względem długości, szerokości i wysokości lub głębokości	
rozmiar			2		znaczenie, zakres, stopień nasilenia zjawiska, stanu itp.	
rozmiar			3		jedna z przyjętych w handlu wielkości odzieży lub obuwia	
rozmowa					wzajemna wymiana myśli za pomocą słów	
rozporządzenie			1		polecenie wykonania czegoś wydane przez osobę uprawnioną	
rozporządzenie			2		akt normatywny niższy rangą od ustawy, wydawany na podstawie upoważnienia zawartego w ustawie	
rozważanie			1		zastanawianie się nad jakimś zagadnieniem; też: wspólne omawianie jakiegoś problemu	
rozważanie			2		wypowiedź ustna lub pisemna poświęcona omówieniu jakiegoś zagadnienia	
rozwiązanie			1		sposób, wynik załatwienia czegoś	
rozwiązanie			2		niewiadoma wielkość albo działanie odpowiadające na pytanie zawarte w zadaniu	
rozwiązanie			3		poród	
rozwiązanie			4		projekt i realizacja założeń architektonicznych, konstrukcyjnych, plastycznych itp.	
rozwój			1		proces przechodzenia do stanów lub form bardziej złożonych lub pod pewnym względem doskonalszych; też: stadium tego procesu	
rozwój			2		sposób rozwijania się zdarzeń w czasie	
rozwój			3		proces zmian zachodzących w organizmach w ciągu życia osobnika lub w kolejnych pokoleniach	
ruch			1		zmiana położenia punktu materialnego w stosunku do innych punktów dokonująca się w czasie	
ruch			2		zmiana położenia ciała ludzkiego, zwierzęcego lub jego części; też: sposób poruszania się	
ruch			3		chodzenie, poruszanie się wykonywane w celu nabycia sprawności fizycznej	
ruch			4		krzątanina, bieganina, ożywienie	
ruch			5		zespół czynności podejmowanych w jakimś celu	
ruch			6		wahania ilościowe związane z przebiegiem jakichś zjawisk	
ruch			7		działanie, decyzja podjęte w rozgrywce z kimś	
ruch			8		regularne przemieszczanie się ciał niebieskich, części skorupy ziemskiej lub części atmosfery otaczającej Ziemię	
ruch			9		przesunięcie figury na szachownicy	
ruch			10		poruszanie się przechodniów i pojazdów na drogach, ulicach, szosach itp.	
ruch			11		przemieszczanie się wojska w terenie	
rum					mocny aromatyczny napój alkoholowy	
runda			1		kolejna faza, kolejny etap czegoś	
runda			2		jeden z etapów współzawodnictwa w ramach konkursu, turnieju, mistrzostw itp.	
runda			3		jedna z części spotkania sportowego	
runda			4		okrążenie toru lub bieżni	
rym		I			zgodność brzmienia końcowych części wyrazów, występująca najczęściej na końcu poszczególnych wersów utworu poetyckiego	
rywal			1		człowiek współzawodniczący z kimś w dążeniu do czegoś	
rywal			2		mężczyzna ubiegający się jednocześnie z kimś innym o względy kobiety	
rzadki			1		złożony z elementów znajdujących się w dużych odstępach od siebie	
rzadki			2		o płynach i potrawach: mający płynną konsystencję	
rzadki			3		o włosach, sierści: rosnący w dużych odstępach	
rzadki			4		o tkaninach, splotach: mający duże oczka	
rzadki			5		nieczęsto się zdarzający, spotykany	
rzadko			1		w dużej odległości lub odstępach od siebie	
rzadko			2		w dużych odstępach czasu lub w niewielu przypadkach	
rzadko			3		wyraz towarzyszący zaimkom lub przysłówkom, ograniczający ich zastosowanie do niewielkiej liczby przedmiotów, osób, sytuacji, miejsc	
rzeczywisty			1		obiektywnie istniejący, taki, który się naprawdę zdarzył	
rzeczywisty			2		autentyczny, prawdziwy	
rzeczywiście					naprawdę, faktycznie	
rząd		I	1		pewna liczba osób lub rzeczy stojących lub umieszczonych jeden za drugim albo jeden obok drugiego	
rząd		I	2		grupa osób lub rzeczy wybrana ze względu na jakieś kryterium	
rząd		I	3		w systematyce organizmów: jednostka obejmująca spokrewnione ze sobą rodziny	
rząd		I	4		ozdobna uprząż końska przeznaczona do jazdy wierzchem	
rząd		II	1		naczelny wykonawczy i zarządzający organ państwa, kierujący całym aparatem administracyjnym	
rząd		II	2		kierowanie czymś, zwłaszcza państwem	
równie					w równej mierze, w równym stopniu, tak samo, tyle samo	
równocześnie			1		w tym samym czasie	
równocześnie			2		zarazem, także	
równy		I	1		tworzący linię prostą	
równy		I	2		tworzący gładką, płaską powierzchnię	
równy		I	3		równający się czemuś pod względem liczby, ilości, wielkości	
równy		I	4		jednakowy z czymś pod względem intensywności, wagi, znaczenia	
równy		I	5		niefaworyzujący nikogo	
równy		I	6		dorównujący komuś	
równy		I	7		jednostajny, miarowy, rytmiczny	
równy		I	8		spokojny, zrównoważony	
równy		I	9		stanowiący, wynoszący akurat tyle	
równy		I	10		sympatyczny, koleżeński	
równy		II			człowiek zajmujący to samo miejsce w hierarchii społecznej, co ktoś inny	
różnie					nie tak samo, w różny sposób	
różny			1		odznaczający się wielością, odmiennością pewnych cech, złożony z jednostek, elementów różniących się od siebie	
różny			2		stanowiący opozycję, przeciwieństwo kogoś lub czegoś	
sam		II			sklep samoobsługowy	
samochcąc					z własnej woli	
samopas			1		bez opieki lub bez kontroli	
samopas			2		w pojedynkę, oddzielnie	
scenariusz			1		tekst stanowiący podstawę filmu, przedstawienia lub audycji	
scenariusz			2		szczegółowo przygotowany program jakiejś imprezy lub jakiegoś spotkania	
scenariusz			3		zaplanowany lub przewidywany rozwój wydarzeń	
sekcja			1		dział urzędu, organizacji itp.	
sekcja			2		badanie zwłok w celu stwierdzenia zmian chorobowych i ustalenia przyczyny zgonu	
sekcja			3		część urządzenia mająca określony zakres działania	
sekcja			4		część plutonu	
sekcja			5		grupa żołnierzy obsługujących określony sprzęt bojowy	
seria			1		szereg następujących po sobie czynności lub zdarzeń	
seria			2		zbiór przedmiotów jednakowych lub stanowiących pewną całość	
seria			3		szereg szybko po sobie następujących strzałów lub wybuchów	
seria			4		określona liczba wyrobów przemysłowych wykonana według tej samej dokumentacji	
seria			5		zespół następujących po sobie warstw skalnych o wspólnych cechach	
seria			6		jednostka stratygraficzna podziału utworów geologicznych	
seria			7		zestawienie 12 dźwięków o różnej wysokości i o różnym czasie trwania, różnej głośności, barwie, artykulacji itp.	
serio		I			w sposób świadczący o poważnym traktowaniu czegoś	
serio		II	1		mający duże znaczenie	
serio		II	2		poważny, surowy	
setka			1		liczba sto	
setka			2		całość składająca się ze stu części lub jednostek	
setka			3		to, co jest oznaczone liczbą sto	
setka			4		sto jednostek podstawowych dla danego systemu pieniężnego; też: banknot stanowiący ich równowartość	
setka			5		tkanina zawierająca 100% wełny	
setka			6		porcja napoju alkoholowego równa dziesiątej części litra	
setka			7		dystans stu metrów; też: zawody na tym dystansie	
sezon			1		pora roku	
sezon			2		okres dogodny do jakichś działań	
sezon			3		okres dojrzewania i zbiorów roślin lub owoców	
siku					zobacz „siusiu” 	
sio					zawołanie skierowane zwykle do fruwającego stworzenia, by je przepędzić	
siup		II			zaskakujący postępek, często naruszający przyjęte normy	
siusiu			1		oddanie moczu	
siusiu			2		mocz	
skala			1		zbiór kolejnych liczb używany do mierzenia i porównywania jakichś wielkości	
skala			2		podziałka na przyrządach pomiarowych i innych aparatach, służąca do odczytywania wartości mierzonej wielkości	
skala			3		ustalony stosunek zmniejszania się lub zwiększania rysunku, mapy, modelu w porównaniu z rozmiarami przedmiotu rzeczywistego	
skala			4		układ dźwięków uszeregowanych według wysokości, o ustalonych odległościach między poszczególnymi stopniami, właściwy muzyce jakiejś epoki lub kultury	
skala			5		zakres dźwięków, którymi rozporządza jakiś instrument lub rodzaj głosu	
skala			6		wielkość lub zakres jakiegoś zjawiska	
skarga			1		wypowiedź, w której ktoś uskarża się na coś	
skarga			2		obwinianie kogoś o coś	
skarga			3		akt oskarżenia prywatnego w procesie karnym lub powództwo w sprawie cywilnej	
skarga			4		środek odwoławczy przysługujący stronom i innym uczestnikom postępowania przed określonym organem, zmierzający do zmiany lub uchylenia orzeczenia tego organu	
skrajny			1		występujący w krańcowej postaci	
skrajny			2		znajdujący się na skraju czegoś	
skądinąd		II			z innego miejsca lub źródła niż to, o którym była mowa, i to, które mówiący lub słuchacz miał na myśli	Wiem to skądinąd.
skądże		I			wzmocniony wykrzyknik „skąd”	
skądże		II			wzmocniony zaimek „skąd”, występujący w pytaniach	
smyk		I	1		o dziecku, zwłaszcza o chłopcu	
smyk		I	2		zobacz „smyczek” 	
smyk		II			wyraz oznaczający szybki ruch, szybką ucieczkę	
spojrzenie			1		wzrok w chwili patrzenia	
spojrzenie			2		sposób widzenia i oceny czegoś	
sporo		I			niemało, dość dużo	
spotkanie			1		umówione zejście się lub zjazd w celu zobaczenia się z kimś	
spotkanie			2		rozgrywka, zawody sportowe	
społem					wspólnie	
sprawa			1		zespół okoliczności, które są przedmiotem czyjegoś zainteresowania	
sprawa			2		interes, rzecz do załatwienia	
sprawa			3		wielkie zadanie, wzniosły cel	
sprawa			4		postępowanie toczące się przed sądem	
sprawozdanie					przedstawienie przebiegu jakiejś działalności, szczegółowe zdanie sprawy z czegoś	
sprzedaż					odstępowanie czegoś przez sprzedawcę na własność kupującemu za określoną sumę	
spór					spieranie się z kimś	
stale					przez cały czas, bez przerwy	
stanowisko			1		miejsce występowania czegoś	
stanowisko			2		sposób pojmowania czegoś, zapatrywania się na coś	
stanowisko			3		miejsce pobytu, postoju lub wykonywania jakiejś czynności	
stanowisko			4		pozycja w hierarchii zawodowej, służbowej; też: pozycja w środowisku	
stanowisko			5		ufortyfikowane miejsce w terenie, zajmowane przez wojsko	
stanowisko			6		miejsce występowania roślin	
stanowisko			7		miejsce stałego przebywania lub lęgu zwierząt żyjących na swobodzie	
stanowisko			8		miejsce, w którym myśliwy czeka na zwierzynę podczas polowania	
staranie					wysiłki podejmowane w celu osiągnięcia lub otrzymania czegoś	
starcie			1		powierzchowne uszkodzenie skóry	
starcie			2		potyczka, bitwa	
starcie			3		ostra wymiana zdań	
starcie			4		w niektórych sportach: jedna z części, na które dzieli się walka	
stary		I	1		mający wiele lat, istniejący od wielu lat	
stary		I	2		charakterystyczny dla kogoś, kto przeżył wiele lat	
stary		I	3		taki, który ma za sobą wieloletnie doświadczenie w jakiejś dziedzinie	
stary		I	4		istniejący od dawna, mający długą tradycję	
stary		I	5		pochodzący z dawnych czasów i mający wartość historyczną	
stary		I	6		zniszczony wskutek długiego używania	
stary		I	7		dawny, poprzedni, nieaktualny	
stary		I	8		znany, trwający od dawna, a mimo to nietracący na aktualności	
stary		I	9		o produktach żywnościowych: nieświeży	
stary		II	1		stary mężczyzna	
stary		II	2		w zwrocie do dobrego znajomego	
stary		II	3		szef, przełożony	
stary		II	4		ojciec	
stary		II	5		mąż	
status			1		stan prawny jakiejś osoby, instytucji lub organizacji	
status			2		pozycja społeczna i zawodowa jakiejś osoby lub grupy	
status			3		funkcja, ranga lub znaczenie czegoś	
stereo		I			stereofoniczny	
stereo		II			stereofoniczny sprzęt grający	
sto		II			mnóstwo, wiele	
stokroć			1		sto razy lub bardzo wiele razy	
stokroć			2		bardzo intensywnie	
stop		II			substancja metaliczna wytwarzana w celu poprawienia właściwości wytrzymałościowych i technologicznych metali	
stopień			1		pojedynczy element schodów; też: występ w jakimś podwyższeniu umożliwiający wchodzenie lub schodzenie	
stopień			2		szczebel w klasyfikacji czegoś	
stopień			3		szczebel w hierarchii urzędniczej, społecznej, wojskowej, naukowej itp.	
stopień			4		cyfrowa lub słowna ocena postępów ucznia	
stopień			5		jednostka miary, podstawowa część różnych skal	
stopień			6		poziom, intensywność czegoś	
stopień			7		jednostka miary kąta równa 1/360 kąta pełnego	
stopień			8		forma przymiotnika lub przysłówka określająca natężenie cechy jakiegoś przedmiotu lub czynności	
stopień			9		kolejny dźwięk skali lub gamy diatonicznej, licząc od dźwięku centralnego	
stuk		I			odgłos powstający przy uderzaniu twardymi przedmiotami	
stulecie			1		okres stu lat	
stulecie			2		setna rocznica	
stwierdzenie					wypowiedź stwierdzająca coś	
stworzenie			1		istota żywa	
stworzenie			2		wszystko, co żyje; też: cały świat	
sugestia			1		czyjś wpływ na myśli, przekonania, zachowania drugiej osoby lub całej grupy	
sugestia			2		czyjeś rady, pomysły lub propozycje	
sugestia			3		informacja, która nie wynika wprost z czyjejś wypowiedzi lub jakiegoś tekstu, ale jest w nich zawarta np. w formie aluzji	
suma			1		pewna ilość pieniędzy	
suma			2		wynik dodawania liczb	
suma			3		ogół rzeczy, zjawisk lub wrażeń	
suma			4		w Kościele katolickim: uroczysta msza z kazaniem, odprawiana w niedziele i święta	
swój		II			ktoś bliski, należący do tego samego środowiska, do rodziny	
sytuacja			1		ogół warunków, w których ktoś się znajduje lub coś się dzieje	
sytuacja			2		fragment akcji, zwłaszcza w sztuce lub filmie	
sytuacja			3		położenie jakiejś miejscowości lub obiektu	
szalom					pozdrowienie żydowskie	
szansa					możliwość powodzenia w jakiejś sprawie lub zaistnienia jakichś pożądanych okoliczności	
szereg		I	1		ciąg osób lub rzeczy znajdujących się obok siebie, w jednej, prostej linii	
szereg		I	2		zbiór jednostek, np. faktów, uporządkowanych według określonego systemu	
szereg		I	3		wyrażenie mające postać sumy skończonej lub nieskończonej liczby składników	
szerokość					poprzeczny wymiar liniowy powierzchni lub bryły	
sześć		II			ocena celująca w szkolnym systemie ocen	
szklanka			1		szklane, walcowate naczynie o pojemności około <sup>1</sup>/<sub>4</sub> litra, przeznaczone do picia z niego napojów; też: zawartość takiego naczynia	
szklanka			2		cienka warstewka lodu pokrywająca jezdnie i chodniki	
szklanka			3		odmiana wiśni; też: owoc tej wiśni	
sztuczny			1		o substancji, przedmiocie lub zjawisku: stworzony przez człowieka w celu zastąpienia naturalnego odpowiednika	
sztuczny			2		niezgodny z naturalną koleją rzeczy	
sztuczny			3		zachowujący się w sposób nienaturalny; też: świadczący o takim zachowaniu	
szurum-burum		II			zamieszanie	
szus			1		szybki zjazd na nartach prosto w dół	
szus			2		szybki ruch w jakimś kierunku, wykonany np. w czasie zjazdu lub biegu	
szus			3		wybryk	
szybkość			1		cecha tego, co przebiega w większym tempie, z większą częstotliwością, krócej niż zwykle	
szybkość			2		cecha tego, kto szybko porusza się, pracuje lub reaguje	
szybkość			3		wartość określająca, jak szybko coś lub ktoś się porusza lub coś się dzieje	
szybkość			4		fakt, że coś następuje natychmiast, niezwłocznie	
sąsiedni					położony w pobliżu czegoś	
służba			1		praca na rzecz jakiejś wspólnoty, wykonywana z poświęceniem	
służba			2		instytucja użyteczności publicznej lub wojsko; też: pracownicy tej instytucji	
służba			3		działalność tych instytucji	
służba			4		obowiązki pełnione w określonych godzinach pracy w niektórych instytucjach	
służba			5		wykonywanie pracy służącego w czyimś domu, gospodarstwie itp. za wynagrodzeniem; też: osoby wykonujące takie prace	
tajemnica			1		sekret; też: nieujawnianie czegoś	
tajemnica			2		wiadomość, której poznanie lub ujawnienie jest zakazane przez prawo	
tajemnica			3		rzecz, której się nie rozumie lub nie umie wyjaśnić	
tajemnica			4		najlepszy lub jedyny sposób na osiągnięcie czegoś	
takoż					tak samo, również	
także					i również, też	
tamtejszy					znajdujący się tam (w przeciwieństwie do „tu”); też: dotyczący tamtych, już wspomnianych miejsc, osób	
tegoroczny					dotyczący bieżącego roku	
tek					drzewo o dużych liściach, rosnące w strefie wilgotnych lasów tropikalnych	
tekst					ciąg zapisanych słów i zdań składających się na pewną całość wyrażającą określone treści	
temperatura			1		odczytywana na skali termometru wielkość fizyczna określająca stopień ogrzania czegoś	
temperatura			2		stan cieplny ciała ludzi lub zwierząt	
temperatura			3		gorączka	
temperatura			4		emocje panujące w jakimś środowisku	
tempo			1		szybkość, z jaką się wykonuje jakąś czynność lub z jaką się coś odbywa	
tempo			2		rytm, według którego wykonuje się pewne ruchy	
tempo			3		stopień szybkości wykonywania utworu muzycznego	
tentego					wyraz zastępujący określenie jakiejś czynności, sytuacji, jakiegoś faktu itp., których mówiący nie chce lub nie umie określić	
tenże					ten sam	
teoria			1		całościowa koncepcja zawierająca opis i wyjaśnienie określonych zjawisk i zagadnień; też: czyjakolwiek koncepcja na określony temat	
teoria			2		dział nauki o literaturze, kulturze, sztuce itp. zajmujący się systematyzowaniem pojęć i twierdzeń leżących u podstaw tych dziedzin	
teoria			3		teza jeszcze nieudowodniona lub nieznajdująca potwierdzenia w praktyce	
teraz					w tej chwili, współcześnie	
termin			1		czas przeznaczony na wykonanie jakiegoś zadania; też: konkretna data, kiedy ma coś nastąpić	
termin			2		wyraz lub wyrażenie o specjalnym znaczeniu w jakiejś dziedzinie	
termin			3		nauka rzemiosła u majstra	
teza			1		założenie, które ktoś zamierza udowodnić	
teza			2		w dialektyce Hegla: pierwszy etap trójfazowego rozwoju rzeczywistości	
teza			3		w utworze literackim: idea, przesłanie	
teza			4		założenie, twierdzenie wymagające dowodu	
teza			5		część twierdzenia, której przy danych założeniach należy dowieść	
to		II		a	czasownik utożsamiający obiekty lub okoliczności	Śmiech to zdrowie.
to		II		b	lub łączący dwa takie same wyrazy w tej samej formie	Wojna to wojna.
traf					przypadek, zbieg okoliczności	
traktat			1		ważna umowa międzynarodowa	
traktat			2		obszerne dzieło naukowe, zawierające wykład na jakiś temat	
trap		I			ruchome schodki, pomost lub kładka służące m. in. do wchodzenia z nabrzeża na statek	
trap		II			zobacz „zapadnia” 	
trap		III			konkurencja strzelecka polegająca na strzelaniu ze strzelby śrutowej do rzutków	
treść			1		to, co jest zawarte w czyjejś wypowiedzi; też: to, co przekazuje odbiorcy dzieło sztuki, w przeciwstawieniu do formy	
treść			2		to, co stanowi istotę, sens czegoś	
treść			3		zawartość przewodu pokarmowego, niektórych jam wewnątrz ciała lub żywych komórek	
truś					zobacz „trusia”  w znaczeniu 1	
tryliard					tysiąc trylionów, liczba odpowiadająca jedynce z dwudziestoma jeden zerami	
trylion			1		milion bilionów, liczba zapisywana jako jedynka z osiemnastoma zerami	
trylion			2		ogromna liczba czegoś	
trzask		I			suchy, urywany odgłos	
trzeci		I	1		będący ostatnim elementem zbioru składającego się z trzech jednostek lub jedną z trzech części, na które można coś podzielić	
trzeci		I	2		niebezpośredni	
trzeci		II	1		trzeci dzień miesiąca	
trzeci		II	2		osoba występująca po dwóch poprzednich; też: jeden z trzech	
trzy		II			ocena dostateczna w szkolnym systemie ocen	
trzydziesty		I			będący ostatnim elementem zbioru składającego się z trzydziestu jednostek lub jedną z trzydziestu części, na które można coś podzielić	
trzydziesty		II			trzydziesty dzień miesiąca	
trzykroć					trzy razy, trzykrotnie	
trójka			1		cyfra oznaczająca liczbę 3	
trójka			2		to, co jest oznaczone liczbą 3	
trójka			3		trzy osoby, troje zwierząt, rzadziej trzy przedmioty	
trójka			4		zobacz „ocena dostateczna” 	
trójka			5		pokój, pomieszczenie dla trzech osób	
trójka			6		szereg złożony z trzech osób, samolotów itp., wchodzący w skład kolumny	
trójka			7		trzy punkty na kostce do gry, trzy oczka na kostce domina	
trójka			8		trzy prawidłowe skreślenia w totolotku	
trójka			9		zobacz „trojka” 	
trójka			10		karta oznaczona cyfrą 3, mająca taką wartość	
tur					wymarły przodek bydła domowego	
tura			1		jedna z kolejno powtarzających się czynności stanowiących fazę jakiegoś cyklu	
tura			2		jedna z grup ludzi wykonujących kolejno tę samą czynność	
tutejszy		I			miejscowy	
tutejszy		II			stały mieszkaniec miejsca, w którym znajduje się mówiący o tej osobie	
twój		II			twój mąż	
tyk		I			tykanie jakiegoś mechanizmu, urządzenia, np. zegara	
tyk		II			gęste, matowe, czerwone płótno używane na wsypy	
tylekroć					wiele razy	
tyleż					wzmocniony zaimek „tyle”	
tymczasem		II	1		w tym samym czasie, w którym działo się to, o czym wcześniej była mowa	
tymczasem		II	2		do tego czasu, w którym stanie się to, o czym była mowa	
tymczasem		III			na razie, do zobaczenia	
tymczasowy					mający trwać krótko, do czasu przewidywanej zmiany	
typ			1		wzór, któremu odpowiada pewna seria przedmiotów, ludzi, zjawisk itp.	
typ			2		osoba skupiająca w sobie charakterystyczne cechy ludzi pewnej kategorii	
typ			3		osobnik, indywiduum	
typ			4		sportowiec, koń, drużyna itp. przewidziane przez kogoś na zwycięzcę lub wynik czegoś	
typ			5		charakterystyczna budowa, fizjonomia człowieka związana z jego rasą, przynależnością etniczną; też: osoba mająca taką budowę, fizjonomię	
typ			6		postać literacka mająca cechy ponadindywidualne, właściwe jakiejś grupie ludzi lub tradycyjnie powtarzanemu wzorowi bohatera literackiego	
typ			7		jednostka klasyfikacyjna w systematyce roślin i zwierząt	
typ			8		jednostka klasyfikacyjna obejmująca osobniki o wyrazistych cechach psychicznych lub psychicznych i fizycznych; też: osobnik o takich cechach	
tysiące					ogromne sumy, kapitały	
tysiąckroć					mnóstwo razy	
u		I	1		litera oznaczająca samogłoskę „u”	
u		I	2		samogłoska ustna	
u		I	3		litera oznaczająca w numeracji porządkowej: dwudziesty drugi	
uderzenie			1		raz zadany ręką lub trzymanym przedmiotem	
uderzenie			2		gwałtowne zetknięcie się dwóch rzeczy, z których przynajmniej jedna jest w ruchu; też: odgłos towarzyszący takiemu zetknięciu	
uderzenie			3		nagłe i gwałtowne nasilenie się mrozu, wiatru itp.	
uderzenie			4		w boksie, szermierce, walce wręcz: trafienie przeciwnika	
uderzenie			5		w grach sportowych, np. w piłce, tenisie, bilardzie: kopnięcie, odbicie piłki, kuli, trafienie piłką, bilą	
uderzenie			6		silna dawka leku	
uderzenie			7		sposób dotykania, naciskania klawiszy przez artystę grającego na instrumencie klawiszowym, głównie na fortepianie	
uderzenie			8		gwałtowny, szybki ruch wojsk w kierunku nieprzyjaciela	
ukosem					pod kątem ostrym w stosunku do czegoś	
umowa					pisemne lub ustne porozumienie stron, mające na celu ustalenie wzajemnych praw i obowiązków; też: dokument, w którym są określone te prawa	
upadek			1		nagła, niezamierzona zmiana czyjejś pozycji pionowej na poziomą, spadnięcie z góry na dół	
upadek			2		pogorszenie się stanu czegoś, utrata znaczenia	
upadek			3		chwila, w której coś się kończy, ktoś lub coś przestaje istnieć	
upadek			4		czyjeś niepowodzenie, koniec czyjejś kariery itp.	
upadek			5		niemoralne postępowanie	
ustalenie			1		to, co zostało ustalone: decyzje, wytyczne itp.	
ustalenie			2		to, co zostało stwierdzone po uprzednim zbadaniu	
utrzymanie			1		pieniądze wydawane na życie	
utrzymanie			2		wyżywienie; też: mieszkanie, nocleg	
uwaga		I	1		koncentracja świadomości na jakimś przedmiocie, fakcie lub przeżyciu psychicznym	
uwaga		I	2		spostrzeżenie, obserwacja, wypowiedź na jakiś temat	
uwaga		I	3		krytyka czyjegoś zachowania, postępowania, czyjejś pracy itp.	
uwaga		I	4		nagana wpisana do dzienniczka ucznia lub do dziennika klasowego	
uwaga		I	5		przyczyna	
uwaga		II	1		okrzyk lub napis uprzedzający o niebezpieczeństwie	
uwaga		II	2		okrzyk mający zainteresować kogoś czymś	
uzasadnienie					zbiór argumentów, motywów, dowodów itp. uzasadniających czyjeś działanie	
uznanie			1		decyzja, wola	
uznanie			2		szacunek	
vel					albo, czyli – słowo używane przy zestawieniu określeń synonimicznych lub dwu nazwisk tej samej osoby	Bolesław Prus vel Aleksander Głowacki 
via					słowo poprzedzające nazwę miejscowości, wskazujące, że jakaś trasa właśnie przez nią prowadzi	
vis-à-vis		I			naprzeciwko	
vis-à-vis		II			osoba znajdująca się lub mieszkająca naprzeciwko	
vivat					zobacz „wiwat II” 	
w		I	1		litera oznaczająca spółgłoskę „w”	
