agresywność	agresywny
heterogenność	heterogenny
półprzezroczystość	półprzezroczysty
niedyrektywność	dyrektywny
przylepność	przylepny
przylepność	przylepny
pseudonaukowość	pseudonaukowy
arcydzielność	arcydzielny
arcydzielność	arcydzielny
arcydzielność	arcydzielny
ospalstwo	ospały
hiszpańskość	hiszpański
wszechwładność	wszechwładny
astralność	astralny
astralność	astralny
wszechdoskonałość	wszechdoskonały
astralność	astralny
wyczerpywalność	wyczerpywalny
wycinkowość	wycinkowy
wodoprzepuszczalność	wodoprzepuszczalny
atomowość	atomowy
nielokalność	nielokalny
ostrożniś	ostrożny
niemerytoryczność	niemerytoryczny
współrzędność	współrzędny
współdźwięczność	współdźwięczny
współdźwięczność	współdźwięczny
atonalność	atonalny
nienaukowość	nienaukowy
autochtoniczność	autochtoniczny
nieobligatoryjność	nieobligatoryjny
autorytarność	autorytarny
nieoczekiwaność	nieoczekiwany
bajeczność	bajeczny
nieodpartość	nieodparty
nieodróżnialność	nieodróżnialny
nieodłączność	nieodłączny
niepobożność	niepobożny
niepobożność	niepobożny
niepochwytność	niepochwytny
nieprzemakalność	nieprzemakalny
obwisłość	obwisły
niemożebność	niemożebny
przesuwalność	przesuwalny
wyczuwalność	wyczuwalny
prawniczość	prawniczy
nieprzewidzialność	nieprzewidzialny
niesfora	niesforny
niespodziewaność	niespodziewany
niespłacalność	niespłacalny
niesterowność	niesterowny
nieszablonowość	nieszablonowy
nieustanność	nieustanny
nietolerancyjność	nietolerancyjny
nieubłagalność	nieubłagany
nieubłagalność	nieubłagalny
nieubłagalność	nieubłagany
nieuważność	nieuważny
nieuważność	nieuważny
ikoniczność	ikoniczny
imienność	imienny
immanentność	immanentny
impresyjność	impresywny
incydentalność	incydentalny
inercyjność	inercyjny
przysadzistość	przysadzisty
informacyjność	informacyjny
instytucjonalność	instytucjonalny
pucołowatość	pucołowaty
zaciszność	zaciszny
aspołeczność	aspołeczny
ironiczność	ironiczny
ironiczność	ironiczny
przebiegłość	przebiegły
przewrotność	przewrotny
podstępność	podstępny
rotacyjność	rotacyjny
siedmiokrotność	siedmiokrotny
sympatyczność	sympatyczny
szybkobieżność	szybkobieżny
termoizolacyjność	termoizolacyjny
wietrzność	wietrzny
dokładność	dokładny
przeciwległość	przeciwległy
górność	górny
górność	górny
naprzeciwległość	naprzeciwległy
przeciwsobność	przeciwsobny
przedwieczność	przedwieczny
dzisiejszość	dzisiejszy
górzystość	górzysty
iluzyjność	iluzyjny
multimedialność	multimedialny
nieprzystojność	nieprzystojny
podrzędnik	podrzędny
sensytywność	sensytywny
sensytywność	sensytywny
substancjalność	substancjalny
występność	występny
występność	występny
afektywność	afektywny
afektywność	afektywny
akcesoryjność	akcesoryjny
analityczność	analityczny
analityczność	analityczny
areligijność	areligijny
bezzwrotność	bezzwrotny
decyzyjność	decyzyjny
drobność	drobny
drobność	drobny
drobność	drobny
dyrektywność	dyrektywny
dyskretność	dyskretny
dyskretność	dyskretny
kanoniczność	kanoniczny
komunikowalność	komunikowalny
konfliktogenność	konfliktogenny
kuriozalność	kuriozalny
nagminność	nagminny
naprzemienność	naprzemienny
nieostateczność	nieostateczny
nierównoważność	nierównoważny
nierozwiązywalność	nierozwiązywalny
nierozwiązywalność	nierozwiązywalny
nieweryfikowalność	nieweryfikowalny
niewzruszalność	niewzruszalny
niewzruszalność	niewzruszalny
niszowość	niszowy
nobliwość	nobliwy
odnawialność	odnawialny
izotermia	izotermiczny
perswazyjność	perswazyjny
bezbrzeże	bezbrzeżny
bezbrzeż	bezbrzeżny
ponadpartyjność	ponadpartyjny
prototypowość	prototypowy
prześmiewczość	prześmiewczy
przerzutność	przerzutny
psychotyczność	psychotyczny
jednoizbowość	jednoizbowy
jednoroczność	jednoroczny
znaczność	znaczny
elegijność	elegijny
emigracyjność	emigracyjny
emigracyjność	emigracyjny
ergatywność	ergatywny
fajność	fajny
bezczelnik	bezczelny
fajność	fajny
marudztwo	marudny
małowartościowość	małowartościowy
fazowość	fazowy
fenomenalność	fenomenalny
bezgranicze	bezgraniczny
bezgłośność	bezgłośny
bezkierunkowość	bezkierunkowy
bezklasowość	bezklasowy
bezpardonowość	bezpardonowy
bezplanowość	bezplanowy
bezplanowość	bezplanowy
bezpowrotność	bezpowrotny
bezpowrotność	bezpowrotny
bezprecedensowość	bezprecedensowy
bezpłciowiec	bezpłciowy
bezpłciowiec	bezpłciowy
sympatyczność	sympatyczny
koalicyjność	koalicyjny
sympatyczność	sympatyczny
szybkobieżność	szybkobieżny
bezrada	bezradny
bezszelestność	bezszelestny
bezterminowość	bezterminowy
beztreściowość	beztreściowy
bezładność	bezładny
bełkotliwość	bełkotliwy
bełkotliwość	bełkotliwy
białoruszczyzna	białoruski
binarność	binarny
biologiczność	biologiczny
kompaktowość	kompaktowy
przezierność	przezierny
wyuzdanie	wyuzdany
bezgrzeszność	bezgrzeszny
konfidencjonalność	konfidencjonalny
konfidencjonalność	konfidencjonalny
bliższość	bliższy
konsensualność	konsensualny
konstytutywność	konstytutywny
konsumpcyjność	konsumpcyjny
bułgarszczyzna	bułgarski
bydlęctwo	bydlęcy
dwuwymiarowość	dwuwymiarowy
głupkowatość	głupkowaty
głupkowatość	głupkowaty
głupkowatość	głupkowaty
głupkowatość	głupkowaty
chińskość	chiński
korektywność	korektywny
korpulentność	korpulentny
kosmatość	kosmaty
amorficzność	amorficzny
diagnostyczność	diagnostyczny
dialogiczność	dialogiczny
krakowskość	krakowski
drobnoziarnistość	drobnoziarnisty
drobnoziarnistość	drobnoziarnisty
ostateczność	ostateczny
nieostateczność	nieostateczny
choróbka	chory
korporacyjność	korporacyjny
chroniczność	chroniczny
chronologiczność	chronologiczny
dwufazowość	dwufazowy
dwukulturowość	dwukulturowy
konstytutywność	konstytutywny
dwuwartościowość	dwuwartościowy
dwuzmianowość	dwuzmianowy
nieruchliwość	nieruchliwy
ferromagnetyczność	ferromagnetyczny
idiomorfizm	idiomorficzny
automorfizm	automorficzny
fleksyjność	fleksyjny
dyskursywność	dyskursywny
dysproporcjonalność	dysproporcjonalny
nierozwiązalność	nierozwiązalny
nierozwiązalność	nierozwiązalny
frontalność	frontalny
niedemokratyczność	niedemokratyczny
niedosiężność	niedosiężny
sekretność	sekretny
chutliwość	chutliwy
egalitarność	egalitarny
ciepłość	ciepły
wystarczalność	wystarczalny
eklektyczność	eklektyczny
eklezjalność	eklezjalny
płonność	płonny
apostolskość	apostolski
dobrosąsiedztwo	dobrosąsiedzki
etapowość	etapowy
geometryczność	geometryczny
germańskość	germański
gramatyczność	gramatyczny
gramatyczność	gramatyczny
nieprzejezdność	nieprzejezdny
grupowość	grupowy
coroczność	coroczny
czepliwość	czepliwy
czepliwość	czepliwy
czepność	czepny
czeskość	czeski
niekonkretność	niekonkretny
nieokonkretność	niekonkretny
niekonkretność	niekonkretny
wierność	wierny
dokładność	dokładny
wierność	wierny
długonogość	długonogi
eposowość	eposowy
jaskrawofioletowość	jaskrawofioletowy
kazirodczość	kazirodczy
leczniczość	leczniczy
niemiłosierność	niemiłosierny
tranzytywność	tranzytywny
rozłożystość	rozłożysty
szczenięctwo	szczenięcy
rozszczepialność	rozszczepialny
rozwiązalność	rozwiązalny
ruchawość	ruchawy
rynkowość	rynkowy
dokładność	dokładny
rywalizacyjność	rywalizacyjny
trójstronność	trójstronny
sakramentalność	sakramentalny
porządność	porządny
porządność	porządny
porządność	porządny
nieporządność	nieporządny
porządność	porządny
nieporządność	nieporządny
nieporządność	nieporządny
ścisłość	ścisły
ścisłość	ścisły
ścisłość	ścisły
ścisłość	ścisły
zbitość	zbity
rzadkość	rzadki
nieścisłość	nieścisły
nieporządność	nieporządny
błędność	błędny
samorządowość	samorządowy
modularność	modularny
wszechmocność	wszechmocny
wszechpotęga	wszechpotężny
opaczność	opaczny
wpływowość	wpływowy
barwoczułość	barwoczuły
frywolność	frywolny
swobodność	swobodny
niemoralność	niemoralny
niemoralność	niemoralny
nieprzyzwoitość	nieprzyzwoity
niemoralność	niemoralny
grzeszność	grzeszny
bezinteresowność	bezinteresowny
uczciwość	uczciwy
podłość	podły
niecność	niecny
bezecność	bezecny
nikczemność	nikczemny
niegodziwość	niegodziwy
nieuczciwość	nieuczciwy
sterylność	sterylny
moralność	moralny
moralność	moralny
przyzwoitość	przyzwoity
przyzwoitość	przyzwoity
przyzwoitość	przyzwoity
nieprzyzwoitość	nieprzyzwoity
rubaszność	rubaszny
rubaszność	rubaszny
dosadność	dosadny
przeraźliwość	przeraźliwy
drastyczność	drastyczny
radykalność	radykalny
drastyczność	drastyczny
brutalność	brutalny
brutalność	brutalny
brutalność	brutalny
obojętność	obojętny
nieczułość	nieczuły
czułość	czuły
niekonwencjonalność	niekonwencjonalny
słodycz	słodki
chamstwo	chamski
nieszlachetność	nieszlachetny
wielkoduszność	wielkoduszny
wspaniałomyślność	wspaniałomyślny
zacność	zacny
małoduszność	małoduszny
tajemniczość	tajemniczy
figlarność	figlarny
konsekwentność	konsekwentny
lotność	lotny
ulotność	ulotny
oszczędność	oszczędny
kapralstwo	kapralski
oszczędność	oszczędny
bystrość	bystry
nieostrożność	nieostrożny
przezorność	przezorny
ostrożność	ostrożny
mądrość	mądry
rozważność	rozważny
ostrość	ostry
ostrość	ostry
ostrość	ostry
ostrość	ostry
ostrość	ostry
ostrość	ostry
medialność	medialny
pasywność	pasywny
otwartość	otwarty
otwartość	otwarty
aktywność	aktywny
dzikość	dziki
wyraźność	wyraźny
wyraźność	wyraźny
fizyczność	fizyczny
celowość	celowy
nieciągłość	nieciągły
nienormatywność	nienormatywny
nienormatywność	nienormatywny
korzystność	korzystny
korzystność	korzystny
kruchość	kruchy
anormalność	anormalny
niesprawność	niesprawny
diabelskość	diabelski
subtelność	subtelny
subtelność	subtelny
subtelność	subtelny
subtelność	subtelny
subtelność	subtelny
srebro	srebrny
normalność	normalny
regularność	regularny
pokazowość	pokazowy
durność	durny
miastowość	miastowy
opiekuńczość	opiekuńczy
nagość	nagi
nagość	nagi
bezbolesność	bezbolesny
wątłość	wątły
wątłość	wątły
wątłość	wątły
chudość	chudy
chudość	chudy
chudość	chudy
szkolność	szkolny
wesołość	wesoły
niesympatyczność	niesympatyczny
wesołość	wesoły
normalność	normalny
czubatość	czubaty
szczęśliwość	szczęśliwy
tendencyjność	tendencyjny
destrukcyjność	destrukcyjny
destrukcyjność	destrukcyjny
destrukcyjność	destrukcyjny
destrukcyjność	destrukcyjny
destrukcyjność	destrukcyjny
kierunkowość	kierunkowy
produktywność	produktywny
zasobność	zasobny
drożność	drożny
drożność	drożny
samorzutność	samorzutny
niegrzeczność	niegrzeczny
niedojrzałość	niedojrzały
grubość	gruby
pozytywność	pozytywny
wydajność	wydajny
bladość	blady
rozstrzygalność	rozstrzygalny
nierozstrzygalność	nierozstrzygalny
nierozstrzygalność	nierozstrzygalny
usługowość	usługowy
zwinność	zwinny
ogólnosłowiańskość	ogólnosłowiański
apolińskość	apoliński
surowość	surowy
srogość	srogi
srogość	srogi
surowość	surowy
pomysłowość	pomysłowy
zmyślność	zmyślny
przemyślność	przemyślny
perfidność	perfidny
pierwszoplanowość	pierwszoplanowy
pierwszoplanowość	pierwszoplanowy
słodycz	słodki
gnuśność	gnuśny
gnuśność	gnuśny
grzeczność	grzeczny
niedysponowanie	niedysponowany
pseudolosowość	pseudolosowy
wielodostępność	wielodostępny
czterdziestoparolatek	czterdziestoparoletni
proinnowacyjność	proinnowacyjny
elektroizolacyjność	elektroizolacyjny
cyjan	cyjanowy
jedwab	jedwabny
ponadklasowość	ponadklasowy
herbowość	herbowy
ołów	ołowiany
aideologiczność	aideologiczny
piroforyczność	piroforyczny
sprawność	sprawny
sprawność	sprawny
nieżyczliwość	nieżyczliwy
bezbronność	bezbronny
bezbrzeże	bezbrzeżny
bezbrzeżność	bezbrzeżny
bezcelowość	bezcelowy
bezchmurność	bezchmurny
bezcielesność	bezcielesny
bezdomność	bezdomny
powinność	powinny
centralność	centralny
środkowość	środkowy
pozabiblijność	pozabiblijny
bezodpływowość	bezodpływowy
amfoteryczność	amfoteryczny
bezgotówkowość	bezgotówkowy
elitaryzm	elitarystyczny
wieloetniczność	wieloetniczny
bezideowość	bezideowy
bezinwazyjność	bezinwazyjny
bezinwazyjność	bezinwazyjny
bezkonkurencyjność	bezkonkurencyjny
bezkonkurencyjność	bezkonkurencyjny
jednowartościowość	jednowartościowy
trójwartościowość	trójwartościowy
polonocentryzm	polonocentryczny
praworządność	praworządny
termoodporność	termoodporny
rezultatywność	rezultatywny
zgłoskotwórczość	zgłoskotwórczy
czterowartościowość	czterowartościowy
dwuwartościowość	dwuwartościowy
paradność	paradny
homoerotyzm	homoerotyczny
bliższość	bliższy
finezyjność	finezyjny
finezyjność	finezyjny
finezyjność	finezyjny
imprezowość	imprezowy
rozrywkowość	rozrywkowy
bezradność	bezradny
bezrefleksyjność	bezrefleksyjny
ruchliwość	ruchliwy
ospałość	ospały
powolność	powolny
ospałość	ospały
ospałość	ospały
praktyczność	praktyczny
praktyczność	praktyczny
rozmemłanie	rozmemłany
rozmamłanie	rozmamłany
nieśpieszność	nieśpieszny
niespieszność	niespieszny
nieprzystępność	nieprzystępny
nieprzystępność	nieprzystępny
jędrność	jędrny
skromność	skromny
skromność	skromny
bezstylowość	bezstylowy
szylkret	szylkretowy
japońskość	japoński
azjatyckość	azjatycki
jednobiegunowość	jednobiegunowy
jednoimienność	jednoimienny
labilność	labilny
wielobarwność	wielobarwny
lumberseksualizm	lumberseksualny
drwaloseksualizm	drwaloseksualny
lumberseksualność	lumberseksualny
drwaloseksualność	drwaloseksualny
trzeciorzędność	trzeciorzędny
trzeciorzędność	trzeciorzędny
czwartorzędność	czwartorzędny
czwartorzędność	czwartorzędny
pozamuzyczność	pozamuzyczny
antynatalizm	antynatalistyczny
pronatalizm	pronatalistyczny
koniunktywność	koniunktywny
sceniczność	sceniczny
anaforyczność	anaforyczny
apelatywność	apelatywny
dojność	dojny
wielordzeniowość	wielordzeniowy
iniekcja	iniekcyjny
mlekodajność	mlekodajny
urywkowość	urywkowy
trzeźwość	trzeźwy
trzeźwość	trzeźwy
trzeźwość	trzeźwy
trzeźwość	trzeźwy
trzeźwość	trzeźwy
metajęzykowość	metajęzykowy
metajęzykowość	metajęzykowy
negacyjność	negacyjny
predyspozycyjność	predyspozycyjny
predyspozycyjność	predyspozycyjny
arcydzielność	arcydzielny
gruzełkowatość	gruzełkowaty
różnowiekowość	różnowiekowy
różnowiekowość	różnowiekowy
wieloczynnikowość	wieloczynnikowy
wieloczynnikowość	wieloczynnikowy
wielokryterialność	wielokryterialny
zamkniętość w sobie	zamknięty w sobie
egzogamiczność	egzogamiczny
endogamiczność	endogamiczny
mitotwórczość	mitotwórczy
mitogenność	mitogenny
ejdetyczność	ejdetyczny
aprioryczność	aprioryczny
ejdetyczność	ejdetyczny
fotorealizm	fotorealistyczny
ponadregionalność	ponadregionalny
ponadgminność	ponadgminny
transgraniczność	transgraniczny
transgraniczność	transgraniczny
ponadgraniczność	ponadgraniczny
dwuetapowość	dwuetapowy
intersemiotyczność	intersemiotyczny
antypetrarkizm	antypetrarkistowski
subregionalność	subregionalny
podregionalność	podregionalny
formularzowość	formularzowy
formularzowość	formularzowy
amfibijność	amfibijny
amfibijność	amfibijny
panchromatyczność	panchromatyczny
ortochromatyczność	ortochromatyczny
ortopanchromatyczność	ortopanchromatyczny
obosieczność	obosieczny
przekształcalność	przekształcalny
obrabialność	obrabialny
dosiebność	dosiebny
przędność	przędny
samoczyszczenie	samoczyszczący
inwokacyjność	inwokacyjny
programotwórczość	programotwórczy
fototoksyczność	fototoksyczny
inercjalność	inercjalny
pamfletowość	pamfletowy
metastabilność	metastabilny
przestępność	przestępny
równowartościowość	równowartościowy
egzocentryzm	egzocentryczny
endocentryzm	endocentryczny
ciemność	ciemny
trójpienność	trójpienny
impaktowość	impaktowy
retoryczność	retoryczny
retoryczność	retoryczny
substantywność	substantywny
miodonośność	miodonośny
pozaosiowość	pozaosiowy
zasobożerność	zasobożerny
aperiodyczność	aperiodyczny
asemantyczność	asemantyczny
polimodalność	polimodalny
motywiczność	motywiczny
termoczułość	termoczuły
bezuczuciowość	bezuczuciowy
liofobowość	liofobowy
rozlewność	rozlewny
biofilność	biofilny
biofilność	biofilny
nekrofilność	nekrofilny
repetycyjność	repetycyjny
repetytywność	repetytywny
repetytywność	repetytywny
repetycyjność	repetycyjny
atlantyckość	atlantycki
geocentryzm	geocentryczny
heliocentryzm	heliocentryczny
morskość	morski
