cisnąć	ciskać
okręcić	okręcać
opróżnić się	opróżniać się
zawalić	zawalać
owiązać	owiązywać
podwiązać	podwiązywać
podwiązać	podwiązywać
zaludnić się	zaludniać się
oduczyć	oduczać
ożywić	ożywiać
oduczyć się	oduczać się
odwyknąć	odwykać
zaanimować	animować
zaanimować	animować
zaanimować	animować
strącić się	strącać się
popaść	popadać
wydzielić się	wydzielać się
wytrącić się	wytrącać się
wychwycić	wychwytywać
wydarniować	darniować
odlać	odlewać
odlać	odlewać
przelać	przelewać
przelać	przelewać
przelać	przelewać
przelać	przelewać
przelać	przelewać
przelać	przelewać
wlać	wlewać
nalać	nalewać
nalać	nalewać
nalać	lać
zlać	zlewać
zlać	zlewać
zlać	zlewać
polać	polewać
polać	polewać
polać	polewać
polać	lać
wylać	wylewać
wylać	wylewać
wylać	wylewać
wylać	wylewać
rozlać	rozlewać
rozlać	rozlewać
zalać	zalewać
zalać	zalewać
zalać	zalewać
zalać	zalewać
zalać	zalewać
uzależnić się	uzależniać się
uzależnić	uzależniać
ograniczyć się	ograniczać się
zawęzić się	zawężać się
zacieśnić się	zacieśniać się
zabalsamować	balsamować
zmumifikować	mumifikować
siknąć	sikać
siknąć	sikać
zdurnieć	durnieć
rozbroić	rozbrajać
rozbroić	rozbrajać
rozładować	rozładowywać
rozbroić	rozbrajać
pośpieszyć się	śpieszyć się
pośpieszyć	pośpieszać
ubiczować	biczować
oddelegować	oddelegowywać
dokooptować	dokooptowywać
odwołać	odwoływać
wykopać	wykopywać
wykopać	wykopywać
wylegitymować	legitymować
obsiąść	obsiadać
zbutować	butować
kopnąć	kopać
skopać	skopywać
skopać	kopać
podfrunąć	podfruwać
spartolić	partolić
spartaczyć	partaczyć
pozwać	pozywać
przekopać	przekopywać
przekopać	przekopywać
rozdziobać	rozdziobywać
rozgadać się	rozgadywać się
zaświadczyć	świadczyć
zaświadczyć	zaświadczać
zwindykować	windykować
wykazać	wykazywać
umotywować	motywować
wysiąść	wysiadać
wysiąść	wysiadać
dojąć	dojmować
przejąć	przejmować
przeniknąć	przenikać
pocieszyć	pocieszać
zapalić	zapalać
zapalić	zapalać
zapalić	zapalać
zapalić	zapalać
pokrzepić	pokrzepiać
opustoszyć	pustoszyć
opustoszyć	pustoszyć
natężyć	natężać
wysilić	wysilać
wytężyć	wytężać
obezwładnić	obezwładniać
otumanić	otumaniać
ogłuszyć	ogłuszać
zamroczyć	zamraczać
podpalić	podpalać
odurzyć	odurzać
porazić	porażać
ogłuszyć	ogłuszać
rozpalić	rozpalać
rozpalić	rozpalać
zidiocieć	idiocieć
skretynieć	kretynieć
spruć	pruć
spalić	palić
udziać	dziać
wydziergać	dziergać
wyszydełkować	szydełkować
zrehabilitować	rehabilitować
zrehabilitować	rehabilitować
zdementować	dementować
odżegnać się	odżegnywać się
odżegnywać się	odżegnać się
podpisać się	podpisywać się
wyłamać się	wyłamywać się
zaklęsnąć się	zaklęsać się
docisnąć	dociskać
dokręcić	dokręcać
dokręcić	dokręcać
przykręcić	przykręcać
dokręcić	dokręcać
zakosztować	kosztować
podwyższyć się	podwyższać się
wykruszyć	wykruszać
urobić	urabiać
obciąć	obcinać
obciąć	ciąć
okrasić	okraszać
okrasić	okraszać
przesycić	przesycać
dostroić	dostrajać
dostroić	dostrajać
dostroić	dostrajać
nastroić	nastrajać
przekarmić	przekarmiać
nastroić	nastrajać
przesycić	przesycać
dostroić	dostrajać
przesłodzić	przesładzać
przecukrzyć	przecukrzać
podłączyć się	podłączać się
podłączyć się	podłączać się
przemyć	przemywać
przemyć	przemywać
przepłukać	przepłukiwać
przesolić	przesalać
przestroić	przestrajać
przestroić	przestrajać
przesolić	przesalać
przestroić	przestrajać
przeholować	przeholowywać
przełączyć	przełączać
przesłodzić	przesładzać
przestawić	przestawiać
przełączyć	przełączać
przełączyć	przełączać
wyszorować	szorować
wylizać	wylizywać
nastawić się	nastawiać się
nastroić się	nastrajać się
nastawić się	nastawiać się
ograć	ogrywać
dostać hopla	dostawać hopla
dostać kota	dostawać kota
dostać kręćka	dostawać kręćka
dostać szmergla	dostawać szmergla
oporządzić	oporządzać
osiodłać	siodłać
podkuć	podkuwać
podkuć	podkuwać
okulbaczyć	kulbaczyć
ujeździć	ujeżdżać
przykręcić	przykręcać
skręcić	skręcać
wkręcić	wkręcać
wkręcić	wkręcać
odbezpieczyć	odbezpieczać
zabezpieczyć	zabezpieczać
odbezpieczyć	odbezpieczać
przeładować	przeładowywać
sformatować	formatować
sformatować	formatować
stoczyć	staczać
stoczyć	staczać
stoczyć	staczać
stoczyć się	staczać się
uzwoić	uzwajać
dopilnować	dopilnowywać
zabielić się	zabielać się
wybielić się	wybielać się
oborać	oborywać
przebudować się	przebudowywać się
przebudować	przebudowywać
opiec	opiekać
opiec się	opiekać się
przebudować się	przebudowywać się
zreorganizować się	reorganizować się
przebudować się	przebudowywać się
ugłaskać	ugłaskiwać
ujeździć	ujeżdżać
wyprzęgnąć	wyprzęgać
wyprząc	wyprzęgać
naświetlić	naświetlać
odwzorować	odwzorowywać
odwzorować	odwzorowywać
przewinąć się	przewijać się
rozpracować	rozpracowywać
rozdrażnić	rozdrażniać
zaognić	zaogniać
rozognić	rozogniać
przeorientować	przeorientowywać
rozjątrzyć	rozjątrzać
rozdrapać	rozdrapywać
rozdrażnić	rozdrażniać
zrazić	zrażać
zetrzeć się	ścierać się
rozjątrzyć	rozjątrzać
uskrzydlić	uskrzydlać
uwidocznić	uwidoczniać
uskrzydlić	uskrzydlać
złożyć się	składać się
naznaczyć	naznaczać
zrównać się	zrównywać się
zharmonizować	harmonizować
zamydlić	zamydlać
stonować	tonować
stonować	tonować
wytresować	tresować
wytresować	tresować
wścibić	wścibiać
wściubić	wściubiać
zmrozić	mrozić
zmrozić	mrozić
zmrozić	mrozić
obarczyć	obarczać
napiętnować	piętnować
naznaczyć	naznaczać
nakłuć	nakłuwać
napiętnować	piętnować
nadziać	nadziewać
obdzielić	obdzielać
obdzielać	obdzielić
pogardzić	pogardzać
pokrzepić	pokrzepiać
posilić	posilać
pożywić	pożywiać
uobecnić	uobecniać
unaocznić	unaoczniać
unaocznić się	unaoczniać się
uraczyć	raczyć
uraczyć	raczyć
ufetować się	fetować się
uraczyć się	raczyć się
nakręcić	nakręcać
nakręcić	nakręcać
nakręcić	nakręcać
nakręcić	nakręcać
napędzić	napędzać
zabezpieczyć się	zabezpieczać się
zrewidować	rewidować
zrewidować	rewidować
zwerbować	werbować
zwerbować	werbować
zwerbować	werbować
odważyć	odważać
uzbroić się	uzbrajać się
uzbroić się	uzbrajać się
podłączyć	podłączać
podłączyć	podłączać
przysypać	przysypywać
wkłuć	wkłuwać
rozgarnąć	rozgarniać
rozgrzebać	rozgrzebywać
wkłuć się	wkłuwać się
rozkopać	rozkopywać
usypać	usypywać
skroplić	skraplać
wysypać	wysypywać
odłożyć się	odkładać się
podgrzać się	podgrzewać się
skrzepić	skrzepiać
wtrysnąć	wtryskiwać
wtłoczyć	wtłaczać
wyczerpać się	wyczerpywać się
skrzepnąć	krzepnąć
zakrzepnąć	krzepnąć
utrwalić się	utrwalać się
przekształcić się	przekształcać się
przebranżowić się	przebranżawiać się
ułamać	ułamywać
odłamać	odłamywać
zrehabilitować się	rehabilitować się
wyobcować się	wyobcowywać się
odbyć stosunek płciowy	odbywać stosunek płciowy
podłączyć	podłączać
wstać	wstawać
wstać	wstawać
wstać	wstawać
wstać	wstawać
przestawić	przestawiać
przestawić	przestawiać
przestawić	przestawiać
rozkręcić	rozkręcać
wykręcić	wykręcać
ozdrowieć	zdrowieć
rozkręcić	rozkręcać
zdrapywać	zdrapać
rozkręcić	rozkręcać
rozkręcić	rozkręcać
przetestować	testować
zapisać	zapisywać
wyregulować	wyregulowywać
wyregulować	wyregulowywać
wyregulować	wyregulowywać
zmobilizować	mobilizować
zorientować	orientować
przyoblec	przyoblekać
uwstecznić	uwsteczniać
uwstecznić się	uwsteczniać się
zmiękczyć się	zmiękczać się
ogołocić	ogałacać
ogołocić	ogołacać
przepłakać	przepłakiwać
przepłakać	przepłakiwać
skręcić się	skręcać się
rozepchać	rozpychać
rozepchnąć	rozpychać
rozepchać się	rozpychać się
rozepchnąć się	rozpychać się
rozepchać się	rozpychać się
rozepchnąć się	rozpychać się
rozepchać się	rozpychać się
przyleźć	przyłazić
dokupić	dokupywać
dokupić	dokupować
domyć	domywać
dolać	dolewać
dolać	dolewać
dosypać	dosypywać
wydelikacić	wydelikacać
nadebrać	nadbierać
odsypać	odsypywać
wygolić	wygalać
wygolić się	wygalać się
nadpłynąć	nadpływać
nadpłynąć	nadpływać
odplątać się	odplątywać się
rozplątać się	odplątywać się
rozplątać się	rozplątywać się
skołtunieć	kołtunieć
skołtunieć	kołtunieć
nadłożyć	nadkładać
odpłynąć	odpływać
odpłynąć	odpływać
odpłynąć	odpływać
odpłynąć	odpływać
oddalić się	oddalać się
podpłynąć	podpływać
rozprzestrzenić się	rozprzestrzeniać się
przepłynąć	przepływać
przypłynąć	przypływać
przypłynąć	przypływać
przeciągnąć się	przeciągać się
przypłynąć	przypływać
rozkręcić się	rozkręcać się
rozkręcić się	rozkręcać się
rozpędzić	rozpędzać
rozpędzić	rozpędzać
domalować	domalowywać
domalować	domalowywać
dorysować	dorysowywać
dorysować	dorysowywać
podkręcić	podkręcać
podkręcić	podkręcać
uciąć	ucinać
przyciąć	przycinać
ociągnąć	ociągać
przystrzyc	przystrzygać
podstrzyc	podstrzygać
podstrzyc	podstrzygać
przystrzyc	przystrzygać
zlepić	zlepiać
przetłuścić się	przetłuszczać się
przetłuścić się	przetłuszczać się
przyprószyć	przyprószać
ufryzować	fryzować
upiąć	upinać
wybrylantować	brylantować
wypomadować	pomadować
zaczesać	zaczesywać
obrzucić	obrzucać
wmusić	wmuszać
ściągnąć	ściągać
wetknąć	wtykać
wmusić	wmuszać
wyrobić	wyrabiać
wyrobić	wyrabiać
wypłynąć	wypływać
zajechać	zajeżdżać
wypłynąć	wypływać
wypłynąć	wypływać
zjechać	zjeżdżać
zjechać	zjeżdżać
zjechać	zjeżdżać
zjechać	zjeżdżać
zjechać	zjeżdżać
zjechać	zjeżdżać
sturczyć	turczyć
zrusyfikować	rusyfikować
zukrainizować	ukrainizować
spolonizować	polonizować
zamerykanizować	amerykanizować
zromanizować	romanizować
spolonizować	polonizować
przyjechać	przyjeżdżać
przyjechać	przyjeżdżać
odbić	odbijać
odbić	odbijać
odbić	odbijać
odbić	odbijać
odbić	odbijać
odbić	odbijać
odbić	odbijać
oswoić	oswajać
przesiąść się	przesiadać się
zgonić	zganiać
zegnać	zganiać
nadrukować	nadrukowywać
odrysować	odrysowywać
skrócić się	skracać się
skrócić się	skracać się
przysiadać	przysiadywać
przysiąść	przysiadać
przysiąść	przysiadywać
przysiąść	przysiadać
wydrapać	wydrapywać
wydrapać	wydrapywać
wykaligrafować	kaligrafować
przekartkować	przekartkowywać
przepędzić	przepędzać
przegonić	przeganiać
przewinąć	przewijać
zegnać	zganiać
zgonić	zganiać
przewinąć	przewijać
przewinąć	przewijać
mrugnąć	mrugać
odsupłać się	odsupływać się
urządzić się	urządzać się
wystukać	wystukiwać
włamać się	włamywać się
włamać się	włamywać się
ugrupować się	ugrupowywać się
wpleść się	wplatać się
zestroić	zestrajać
skorelować	korelować
zestroić	zestrajać
dać w łapę	dawać w łapę
przemówić do ręki	przemawiać do ręki
umówić	umawiać
przemówić do kieszeni	przemawiać do kieszeni
zindoktrynować	indoktrynować
udzielić akredytacji	udzielać akredytacji
przymusić	przymuszać
oprotestować	oprotestowywać
ubezwłasnowolnić	ubezwłasnowolniać
zmotywować	motywować
okopać	okopywać
wyplewić	wyplewiać
podlać	podlewać
podlać	podlewać
uzbroić	uzbrajać
uzbroić	uzbrajać
powikłać się	wikłać się
pokomplikować się	komplikować się
zagmatwać się	gmatwać się
zawikłać się	wikłać się
poplątać się	plątać się
odbić	odbijać
zjudaizować	judaizować
zmadziaryzować	madziaryzować
zeslawizować	slawizować
zlatynizować	latynizować
posinieć	sinieć
zamerykanizować	amerykanizować
zromanizować	romanizować
zjudaizować	judaizować
zlatynizować	latynizować
zeslawizować	slawizować
zanglizować	anglizować
zangielszczyć	angielszczyć
sprowadzić	sprowadzać
sprowadzić	sprowadzać
sprowadzić	sprowadzać
zaostrzyć się	zaostrzać się
zaostrzyć się	zaostrzać się
wyostrzać się	wyostrzyć się
złagodzić się	łagodzić się
wyłagodzić się	łagodzić się
zaostrzyć się	zaostrzać się
zaostrzyć się	zaostrzać się
zaostrzyć się	zaostrzać się
wyostrzyć się	wyostrzać się
zresocjalizować	resocjalizować
usprawnić się	usprawniać się
polepszyć się	polepszać się
wyszukać	wyszukiwać
schrystianizować	chrystianizować
wkroczyć	wkraczać
wkroczyć	wkraczać
oblec	oblegać
zapowietrzyć się	zapowietrzać się
oblec	oblegać
wyewoluować	ewoluować
wyewoluować	ewoluować
okocić się	kocić się
odkryć się	odkrywać się
rozkryć się	rozkrywać się
rozkopać się	rozkopywać się
przenieść się	przenosić się
przepisać się	przepisywać się
wydoić	doić
wydoić	doić
przeziębić się	przeziębiać się
wydudlić	dudlić
ochłodzić się	chłodzić się
ochłodzić się	ochładzać się
ochłodnąć	chłodnąć
odwiesić	odwieszać
ogrodzić się	ogradzać się
przechłodzić się	przechładzać się
przechłodzić się	przechładzać się
rozkorzenić się	rozkorzeniać się
przeziębić	przeziębiać
zakorzenić się	zakorzeniać się
rozkorzenić się	rozkorzeniać się
zakorzenić się	zakorzeniać się
skamienieć	kamienieć
zobojętnieć	obojętnieć
skamienieć	kamienieć
skamienieć	kamienieć
skamienieć	kamienieć
zanęcić	nęcić
zanęcić	zanęcać
zwabić	wabić
zwabić	zwabiać
otępić	otępiać
wydłubać	wydłubywać
wydłubać	dłubać
wychłeptać	chłeptać
zamruczeć	mruczeć
zafrykanizować	afrykanizować
zarabizować	arabizować
zarabizować	arabizować
zdusić	dusić
zdusić	dusić
zdusić	dusić
wydłubać	dłubać
wydłubać	wydłubywać
wygryźć	wygryzać
zakleić	zaklejać
zalepić	zalepiać
zakleić	zaklejać
wkroczyć	wkraczać
wstąpić	wstępować
wstąpić	wstępować
wedrzeć się	wdzierać się
wedrzeć się	wdzierać się
wedrzeć się	wdzierać się
położyć uszy po sobie	kłaść uszy po sobie
zajść	zachodzić
zajść	zachodzić
wzejść	wschodzić
wzejść	wschodzić
wzrosnąć	wzrastać
wyrosnąć	wyrastać
wyrosnąć	wyrastać
wyrosnąć	wyrastać
wyrosnąć	wyrastać
sięgnąć korzeniami	sięgać korzeniami
podzielić się	dzielić się
rozszczepić	rozszczepiać
rozszczepić się	rozszczepiać się
rozszczepić	rozszczepiać
rozłożyć	rozkładać
wstrzyknąć	wstrzykiwać
zaaplikować	aplikować
utulić	utulać
utulić	utulać
uwiadomić	uwiadamiać
zasygnalizować	sygnalizować
utulić się	utulać się
wyręczyć	wyręczać
odciążyć	odciążać
wynieść	wynosić
przekopać się	przekopywać się
przekopać się	przekopywać się
wdrożyć się	wdrażać się
wkopać	wkopywać
wkopać	wkopywać
wkopać	wkopywać
wkopać się	wkopywać się
wkopać się	wkopywać się
oblatać	oblatywać
wykuć	wykuwać
wykuć się	wykuwać się
wynieść na tron	wynosić na tron
powołać na tron	powoływać na tron
wprowadzić na tron	wprowadzać na tron
umieścić na tronie	umieszczać na tronie
osadzić  na tronie	osadzać na tronie
rozniecić się	rozniecać się
wziąć	brać
zażyć	zażywać
zrazić się	zrażać się
wyświęcić	wyświęcać
utwierdzić się	utwierdzać się
utwierdzić się	utwierdzać się
podbarwić	podbarwiać
przytłumić	przytłumiać
zrosnąć się	zrastać się
przytłumić	przytłumiać
zrosnąć się	zrastać się
wybarwić	wybarwiać
zamącić	zmącać
zamącić	zamącać
odtransportować	odtransportowywać
spławić	spławiać
spławić	spławiać
ostudzić się	studzić się
nabiec	nabiegać
ostygnąć	ostygać
nabiegnąć	nabiegać
wyjednać	wyjednywać
pobieleć	bieleć
upiec się	piec się
posiwieć	siwieć
pobieleć	bieleć
pociemnieć	ciemnieć
pociemnieć	ciemnieć
zbrzydnąć	brzydnąć
obrzydnąć	brzydnąć
obmierznąć	obmierzać
obleźć	obłazić
obleźć	obłazić
wytrzeć się	wycierać się
obstalować	obstalowywać
odmienić się	odmieniać się
zejść	schodzić
zleźć	złazić
przedzierzgnąć się	przedzierzgać się
obleźć	obłazić
przeobrazić się	przeobrażać się
złuszczyć się	złuszczać się
wykluć się	wykluwać się
wylęgnąć się	wylęgać się
wyląc się	wylęgać się
ulęgnąć się	ulęgać się
przemoczyć się	przemaczać się
wzuć	wzuwać
zagubić się	gubić się
zagubić się	gubić się
znieczulić się	znieczulać się
zzuć	zzuwać
nabić się	nabijać się
ucieleśnić	ucieleśniać
zaszeregować	zaszeregowywać
uszeregować	szeregować
poczernieć	czernieć
poczernieć	czernieć
ściemnić się	ściemniać się
posiwieć	siwieć
poszarzeć	szarzeć
zszarzeć	szarzeć
poszarzeć	szarzeć
zszarzeć	szarzeć
przetrawić	przetrawiać
strawić	trawić
rozłożyć	rozkładać
poszarzeć	szarzeć
rozdąć się	rozdymać się
pochłaniać	unicestwiać
rozkwilić się	rozkwilać się
przetrawić	przetrawiać
rozkwilić się	rozkwilać się
wytrawić	trawić
wypchnąć się	wypychać się
wypchać się	wypychać się
wydzwonić	wydzwaniać
ściemnieć	ciemnieć
dozbroić	dozbrajać
dozbroić	dozbrajać
wypróżnić	wypróżniać
opróżnić	opróżniać
wypłowieć	płowieć
wypłowieć	płowieć
spłowieć	płowieć
przeformować	przeformowywać
przemianować	przemianowywać
zabarwić się	zabarwiać się
rozformować	rozformowywać
rozformować	rozformowywać
zbieleć	bieleć
sformować	formować
zbieleć	bieleć
sformować	formować
ugrupować	ugrupowywać
zmatowieć	matowieć
zmatowieć	matowieć
zmięknąć	mięknąć
podpaść	podpasać
podtuczyć	podtuczać
zreflektować	reflektować
rozeżreć się	rozżerać się
przetranskrybować	transkrybować
zapylić	zapylać
rozpylić	rozpylać
wypompować	wypompowywać
odmaszerować	odmaszerowywać
zassać	zasysać
odmaszerować	odmaszerowywać
odpędzić	odpędzać
opędzić się	opędzać się
wlepić	wlepiać
weżreć się	wżerać się
weżreć się	wżerać się
weżreć się	wżerać się
wsączyć	wsączać
wsączyć się	wsączać się
wsiąknąć	wsiąkać
eksterminować	eksterminować
skomunizować	komunizować
nabawić	nabawiać
skatalogować	katalogować
zaciąć	zacinać
zaciąć	zacinać
zaciąć	zacinać
zaciąć	zacinać
zaciąć	zacinać
przeciąć	przecinać
przeciąć	przecinać
przeciąć	ciąć
przeciąć	przecinać
unasiennić	unasienniać
nadciąć	nadcinać
odciąć	odcinać
odciąć	odcinać
odciąć	odcinać
obciąć	obcinać
obstrzyc	obstrzygać
obstrzyc	strzyc
opitolić	opitalać
opitolić	opitalać
opitolić	opitalać
ściąć	ścinać
ściąć	ścinać
zgasić	gasić
zgasić	gasić
zagnieździć się	zagnieżdżać się
zalęgnąć się	zalęgać się
zaląc się	zalęgać się
zagasić	zagaszać
zagasić	zagaszać
zagasić	zagaszać
zagasić	zagaszać
założyć gniazdo	zakładać gniazdo
założyć legowisko	zakładać legowisko
przystać	przystawać
dopisać się	dopisywać się
przyłączyć się	przyłączać się
przyłączyć się	przyłączać się
dobić	dobijać
rozsądzić	rozsądzać
doszlusować	doszlusowywać
dodrukować	dodrukowywać
dodrukować	dodrukowywać
dojść	dochodzić
dojść	dochodzić
dojść	dochodzić
dojść	dochodzić
dojść	dochodzić
doczłapać	doczłapywać
dojść	dochodzić
rozproszyć	rozpraszać
zdekoncentrować	dekoncentrować
zdekoncentrować się	dekoncentrować się
rozproszyć się	rozpraszać się
wynaleźć	wynajdywać
wynaleźć	wynajdować
wytargować	wytargowywać
zaabsorbować	absorbować
obstawić się	obstawiać się
obstawić się	obstawiać się
obstawić się	obstawiać się
skłębiać się	kłębić się
skłębić się	skłębiać się
zburzyć się	burzyć się
osadzić się	osadzać się
osadzić się	osadzać się
osadzić	osadzać
upoić	upajać
struć	truć
rozstroić	rozstrajać
rozstroić się	rozstrajać się
rozstroić	rozstrajać
rozstroić się	rozstrajać się
ogłuszyć	ogłuszać
ogłuszyć	ogłuszać
pójść	iść
pójść	iść
pójść	iść
wstrzymać się	wstrzymywać się
odczekać	odczekiwać
chwycić się	chwytać się
złapać się	łapać się
czepić się	czepiać się
uwiesić się	uwieszać się
złapać się	łapać się
przyłapać się	przyłapywać się
drapnąć	drapać
odnotować	odnotowywać
wytoczyć	wytaczać
wytoczyć	wytaczać
wytoczyć	wytaczać
wytoczyć	wytaczać
wytoczyć	wytaczać
wytoczyć	wytaczać
zanotować	notować
odnotować	odnotowywać
skreślić	skreślać
sparaliżować	paraliżować
spisać	spisywać
przebrać się	przebierać się
przymierzyć	przymierzać
udaremnić	udaremniać
ukuć	ukuwać
wyważyć	wyważać
ukuć	ukuwać
wyważyć	wyważać
zabarykadować	barykadować
doprecyzować	doprecyzowywać
usystematyzować	systematyzować
obgryźć	obgryzać
ogryźć	ogryzać
uszczegółowić	uszczegóławiać
odgryźć	odgryzać
obskrobać	obskrobywać
wykreślić	wykreślać
sięgnąć	sięgać
sięgnąć	sięgać
sięgnąć	sięgać
wykreślić	kreślić
wykreślić	wykreślać
sięgnąć	sięgać
wsadzić	wsadzać
wypisać	wypisywać
wyciągnąć rękę	wyciągać rękę
wyciągnąć rękę	wyciągać rękę
wyciągnąć rękę	wyciągać rękę
wyciągnąć rękę	wyciągać rękę
wyciągnąć dłoń	wyciągać dłoń
wyciągnąć dłoń	wyciągać dłoń
wyciągnąć pomocną dłoń	wyciągać pomocną dłoń
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
wziąć	brać
podpuścić	podpuszczać
podpuścić	podpuszczać
podłamać się	podłamywać się
załamać się	załamywać się
rozgorączkować się	rozgorączkowywać się
wyzłośliwić się	wyzłośliwiać się
sfeminizować	feminizować
sfeminizować	feminizować
sfeminizować się	feminizować się
odgonić	odganiać
rozwibrować się	rozwibrowywać się
rozwibrować się	rozwibrowywać się
zażegnać	zażegnywać
pobrać	pobierać
pobrać	pobierać
pobrać	pobierać
podsmażyć się	podsmażać się
podsmażyć	podsmażać
odgrodzić się	odgradzać się
zaalarmować	alarmować
zlizać	zlizywać
odsłużyć	odsługiwać
przysłonić	przysłaniać
odsłużyć	odsługiwać
zarosnąć	zarastać
dorosnąć	dorastać
dojrzeć	dojrzewać
powołać się	powoływać się
zarosnąć	zarastać
zarosnąć	zarastać
zarosnąć	zarastać
odkomenderować	odkomenderowywać
uszykować	szykować
zakwaterować	zakwaterowywać
zaokrętować	okrętować
zmotoryzować	motoryzować
opancerzyć	opancerzać
pokrzyżować	krzyżować
wpędzić	wpędzać
wgonić	wganiać
pouczyć	pouczać
zwołać	zwoływać
odzwyczaić	odzwyczajać
rozkaprysić się	rozkapryszać się
przymarszczyć	przymarszczać
wdać	wdawać
wkupić się	wkupywać się
wywłaszczyć	wywłaszczać
wyślizgać się	wyślizgiwać się
wygładzić się	wygładzać się
wyślizgać	wyślizgiwać
zareklamować	reklamować
złożyć reklamację	składać reklamację
odkroić	odkrawać
rozgościć się	rozgaszczać się
usidlić	usidlać
wykręcić	wykręcać
przekrzywić	przekrzywiać
ponieść	ponosić
utwardzić się	utwardzać się
urobić się	urabiać się
wyłożyć się	wykładać się
nakłuć się	nakłuwać się
nadziać się	nadziewać się
wbić się	wbijać się
wgłębić się	wgłębiać się
wbić się	wbijać się
wcisnąć się	wciskać się
nadziać się	nadziewać się
naciąć się	nacinać się
natrafić	natrafiać
władować się	władowywać się
wejść	wchodzić
wykręcić	wykręcać
wykręcić	wykręcać
wykręcić	wykręcać
zanieść	zanosić
spłaszczyć	spłaszczać
spłycić	spłycać
przynieść	przynosić
przynieść	przynosić
przynieść	przynosić
przenieść	przenosić
spłycić	spłycać
utrącić	utrącać
wysklepić	wysklepiać
wysklepić	wysklepiać
wznieść	wznosić
podnieść	podnosić
podnieść	podnosić
zaokrąglić	zaokrąglać
zneutralizować	neutralizować
zobojętnić	zobojętniać
zaokrąglić	zaokrąglać
wnieść	wnosić
zwęzić	zwężać
ścieśnić	ścieśniać
ścieśnić	ścieśniać
wznieść	wznosić
wznieść	wznosić
zwęzić się	zwężać się
zwęzić się	zwężać się
zmniejszyć się	zmniejszać się
sprzęgnąć	sprzęgać
sprząc	sprzęgać
sprzęgnąć	sprzęgać
sprząc	sprzęgać
wygenerować	generować
dociągnąć	dociągać
doholować	doholowywać
doholować	doholowywać
dopchać	dopychać
dopchać	dopychać
przegrupować	przegrupowywać
przegrupować	przegrupowywać
osadzić	osadzać
nawarstwić	nawarstwiać
ustabilizować się	stabilizować się
znormalizować się	normalizować się
rozszerzyć się	rozszerzać się
zwiększyć się	zwiększać się
rozszerzyć się	rozszerzać się
ścieśnić się	ścieśniać się
ścieśnić się	ścieśniać się
stępić	stępiać
zawęzić	zawężać
zwiesić	zwieszać
spuścić nos na kwintę	spuszczać nos na kwintę
wkuć	wkuwać
skomunalizować	komunalizować
upaństwowić	upaństwawiać
nanieść	nanosić
wkuć	kuć
wkuć	wkuwać
nanieść	nanosić
wkuć się	wkuwać się
sparafrazować	parafrazować
sparafrazować	parafrazować
znacjonalizować	nacjonalizować
oblepić się	oblepiać się
zakryć	zakrywać
odczulić	odczulać
przerachować się	przerachowywać się
chuchnąć	chuchać
rozgiąć	rozginać
odchylić	odchylać
skryć	skrywać
zlodowacieć	lodowacieć
zamarznąć	zamarzać
pokryć	pokrywać
pokryć	pokrywać
pokryć	pokrywać
pokryć	pokrywać
pokryć	pokrywać
pokryć	pokrywać
pokryć	pokrywać
zamrozić	zamrażać
zamrozić	zamrażać
zaprawić	zaprawiać
rozgałęzić	rozgałęziać
przetworzyć	przetwarzać
strawestować	trawestować
nagłośnić	nagłośniać
sparodiować	parodiować
skostnieć	kostnieć
skostnieć	kostnieć
odczulić	odczulać
spotnieć	potnieć
upublicznić	upubliczniać
przysunąć	przysuwać
przytoczyć się	przytaczać się
przytoczyć się	przytaczać się
doczłapać się	doczłapywać się
zawlec się	zawlekać się
zniżyć	zniżać
rozsmarować	rozsmarowywać
wetrzeć	wcierać
zacieśnić	zacieśniać
zacieśnić	zacieśniać
zacieśnić się	zacieśniać się
zadzierzgnąć	zadzierzgać
zakontraktować	kontraktować
wykwaterować	wykwaterowywać
wypaść się	wypasać się
nawiać	nawiewać
obciążyć	obciążać
przetoczyć się	przetaczać się
obsunąć się	obsuwać się
osypać się	osypywać się
rozpełznąć się	rozpełzać się
zagrzebać	zagrzebywać
trafić	trafiać
wstrzelić się	wstrzeliwać się
wyolbrzymić się	wyolbrzymiać się
osypać	osypywać
obsypać się	obsypywać się
osypać się	osypywać się
wyrodzić się	wyradzać się
osypać	osypywać
wyrodzić się	wyradzać się
skarłowacieć	karłowacieć
skarleć	karleć
skarłowacieć	karłowacieć
skarleć	karleć
odosobnić	odosabniać
odosobnić	odosobniać
skarleć	karleć
zagotowywać się	zagotować się
przysadzić	sadzić
przysadzić	przysadzać
dosadzić	dosadzać
zbić się	zbijać się
przekwalifikować się	przekwalifikowywać się
przekwalifikować	przekwalifikowywać
zdziczeć	dziczeć
zastopować	stopować
zastopować	stopować
zdziczeć	dziczeć
zastopować	stopować
zastopować piłkę	stopować piłkę
odcumować się	odcumowywać się
odcumować się	odcumowywać się
rozliczyć	rozliczać
spiętrzyć	spiętrzać
spiętrzyć	spiętrzać
wyspecjalizować się	specjalizować się
wyretuszować	retuszować
zasponsorować	sponsorować
sprząc się	sprzęgać się
